#sequenceID	family	LTRtype	start	end
sr2_rep_0085	RLG_famc3	LTR5	1	4131
sr2_rep_0085	RLG_famc3	LTR3	10147	14281
ctgK_rep_0064	RLC_famc11	LTR5	1	1033
ctgK_rep_0064	RLC_famc11	LTR3	7599	8635
ctgB_rep_0251	RLG_famc2	LTR5	1	1550
ctgB_rep_0251	RLG_famc2	LTR3	3858	3975
ctgD_rep_0047	RLG_famc17	LTR5	1	629
ctgD_rep_0047	RLG_famc17	LTR3	6161	6789
ctgD_rep_0281	RLG_famc2	LTR5	1	1577
ctgD_rep_0281	RLG_famc2	LTR3	6013	7574
ctgK_rep_0005	RLG_famc8	LTR5	1	614
ctgK_rep_0005	RLG_famc8	LTR3	3519	4132
ctgF_rep_0323	RLC_famc1	LTR5	1	1741
ctgF_rep_0323	RLC_famc1	LTR3	7001	8742
ctgD_rep_0305	RLG_famc1	LTR5	1	516
ctgD_rep_0305	RLG_famc1	LTR3	7981	8494
TREP1437	RLG_famc5	LTR5	6	1593
TREP1437	RLG_famc5	LTR3	8227	9808
TREP235	RLG_famc1	LTR5	9	486
TREP235	RLG_famc1	LTR3	8615	9092
TREP1722	RLG_famc2	LTR5	6	840
TREP1722	RLG_famc2	LTR3	5411	5624
rph7_rep_0488	RLG_famc2	LTR5	1	1532
rph7_rep_0488	RLG_famc2	LTR3	6076	7590
ctgB_rep_0132	RLG_famc1	LTR5	1	467
ctgB_rep_0132	RLG_famc1	LTR3	9755	10221
ctgF_rep_0258	RLG_famc10	LTR5	1	497
ctgF_rep_0258	RLG_famc10	LTR3	12597	13093
ctgA_rep_0061	RLG_famc2	LTR5	9	1595
ctgA_rep_0061	RLG_famc2	LTR3	5513	7097
rph7_rep_0046	RLG_famc2	LTR5	1	1699
rph7_rep_0046	RLG_famc2	LTR3	7053	8754
sr2_rep_0060	RLC_famc1	LTR5	1	1746
sr2_rep_0060	RLC_famc1	LTR3	6887	8633
ctgI_rep_0010	RLG_famc1	LTR5	1	482
ctgI_rep_0010	RLG_famc1	LTR3	4892	5373
ctgL_rep_0069	RLG_famc3	LTR5	1	4074
ctgL_rep_0069	RLG_famc3	LTR3	10094	14168
ctgH_rep_0027	RLC_famc1	LTR5	1	1736
ctgH_rep_0027	RLC_famc1	LTR3	7320	9053
ctgF_rep_0194	RLG_famc2	LTR5	2	543
ctgF_rep_0194	RLG_famc2	LTR3	5104	5647
TREP3168	RLG_famc10	LTR5	1	484
TREP3168	RLG_famc10	LTR3	12513	12996
ctgF_rep_0043	RLG_famc9	LTR5	1	1154
ctgF_rep_0043	RLG_famc9	LTR3	9778	10897
TREP2061	RLC_famc1	LTR5	8	1634
TREP2061	RLC_famc1	LTR3	6592	8410
TREP3187	RLG_famc1	LTR5	1	471
TREP3187	RLG_famc1	LTR3	9591	10061
ctgH_rep_0328	RLG_famc1	LTR5	1	473
ctgH_rep_0328	RLG_famc1	LTR3	8089	8560
ctgE_rep_0016	RLG_famc23	LTR5	4	309
ctgE_rep_0016	RLG_famc23	LTR3	5361	5659
TREP1628	RLC_famc1	LTR5	5	198
TREP1628	RLC_famc1	LTR3	7375	7568
rph7_rep_0333	RLG_famc1	LTR5	1	466
rph7_rep_0333	RLG_famc1	LTR3	8749	9214
ctgG_rep_0137	RLG_famc1	LTR5	1	481
ctgG_rep_0137	RLG_famc1	LTR3	7181	7662
ctgA_rep_0355	RLC_famc1	LTR5	1	1729
ctgA_rep_0355	RLC_famc1	LTR3	6827	8559
TREP1412	RLG_famc7	LTR5	6	4141
TREP1412	RLG_famc7	LTR3	9519	13655
TREP1533	RLG_famc18	LTR5	1	554
TREP1533	RLG_famc18	LTR3	11337	11890
TREP3182	RLG_famc1	LTR5	1	471
TREP3182	RLG_famc1	LTR3	8993	9463
TREP3343	RLX_famc10	LTR5	1	702
TREP3343	RLX_famc10	LTR3	7889	8632
ctgA_rep_0066	RLG_famc1	LTR5	1	470
ctgA_rep_0066	RLG_famc1	LTR3	8261	8729
ctgE_rep_0126	RLG_famc2	LTR5	1	1570
ctgE_rep_0126	RLG_famc2	LTR3	6269	7872
TREP3457	RLG_famc9	LTR5	1	1175
TREP3457	RLG_famc9	LTR3	10091	11262
ctgA_rep_0259	RLG_famc4	LTR5	1	917
ctgA_rep_0259	RLG_famc4	LTR3	7086	8003
ctgA_rep_0118	RLG_famc1	LTR5	1	471
ctgA_rep_0118	RLG_famc1	LTR3	9577	10047
ctgA_rep_0031	RLC_famc1	LTR5	3	1729
ctgA_rep_0031	RLC_famc1	LTR3	6830	8558
ctgA_rep_0279	RLC_famc1	LTR5	1	1738
ctgA_rep_0279	RLC_famc1	LTR3	6993	8730
ctgL_rep_0014	RLG_famc3	LTR5	1	2904
ctgL_rep_0014	RLG_famc3	LTR3	8154	11052
ctgF_rep_0417	RLC_famc1	LTR5	2	1309
ctgF_rep_0417	RLC_famc1	LTR3	8893	9380
ctgE_rep_0136	RLG_famc2	LTR5	1	1567
ctgE_rep_0136	RLG_famc2	LTR3	5149	6697
ctgD_rep_0171	RLG_famc1	LTR5	2	470
ctgD_rep_0171	RLG_famc1	LTR3	8225	8694
ctgF_rep_0246	RLG_famc1	LTR5	1	481
ctgF_rep_0246	RLG_famc1	LTR3	9557	10038
ctgF_rep_0294	RLG_famc2	LTR5	1	1685
ctgF_rep_0294	RLG_famc2	LTR3	6958	8659
TREP3242	RLG_famc2	LTR5	1	1711
TREP3242	RLG_famc2	LTR3	5417	7022
ctgA_rep_0455	RLC_famc1	LTR5	1	1628
ctgA_rep_0455	RLC_famc1	LTR3	6200	7827
rph7_rep_0027	RLG_famc1	LTR5	1	472
rph7_rep_0027	RLG_famc1	LTR3	7906	8376
TREP1421	RLG_famc3	LTR5	5	4060
TREP1421	RLG_famc3	LTR3	6432	10485
ctgE_rep_0172	RLG_famc3	LTR5	1	4180
ctgE_rep_0172	RLG_famc3	LTR3	8164	12340
ctgB_rep_0045	RLG_famc5	LTR5	1	1405
ctgB_rep_0045	RLG_famc5	LTR3	8111	9470
rph7_rep_0518	RLC_famc1	LTR5	3	1749
rph7_rep_0518	RLC_famc1	LTR3	6827	8570
ctgH_rep_0135	RLC_famc1	LTR5	1	2088
ctgH_rep_0135	RLC_famc1	LTR3	6865	8960
rph7_rep_0526	RLG_famc1	LTR5	1	471
rph7_rep_0526	RLG_famc1	LTR3	5341	5811
ctgE_rep_0151	RLG_famc1	LTR5	1	480
ctgE_rep_0151	RLG_famc1	LTR3	8693	9173
ctgF_rep_0363	RLG_famc2	LTR5	1	1539
ctgF_rep_0363	RLG_famc2	LTR3	5188	6719
ctgD_rep_0248	RLC_famc1	LTR5	6	1708
ctgD_rep_0248	RLC_famc1	LTR3	7012	8710
ctgF_rep_0091	RLG_famc32	LTR5	1	1761
ctgF_rep_0091	RLG_famc32	LTR3	9690	9903
TREP37	XXX_famc24	LTR5	3	116
TREP37	XXX_famc24	LTR3	121	234
ctgF_rep_0264	RLG_famc2	LTR5	1	1627
ctgF_rep_0264	RLG_famc2	LTR3	6116	7744
TREP1425	RLG_famc11	LTR5	1	3151
TREP1425	RLG_famc11	LTR3	7188	10202
TREP3210	RLG_famc3	LTR5	1	4161
TREP3210	RLG_famc3	LTR3	8056	12215
ctgA_rep_0400	RLC_famc1	LTR5	1	1715
ctgA_rep_0400	RLC_famc1	LTR3	7031	8775
ctgL_rep_0081	RLG_famc4	LTR5	3	812
ctgL_rep_0081	RLG_famc4	LTR3	6125	6946
ctgA_rep_0101	RLC_famc1	LTR5	1	1745
ctgA_rep_0101	RLC_famc1	LTR3	7000	8741
TREP3161	RLC_famc1	LTR5	1	1716
TREP3161	RLC_famc1	LTR3	7011	8727
rph7_rep_0025	RLG_famc10	LTR5	1	523
rph7_rep_0025	RLG_famc10	LTR3	10914	11437
ctgA_rep_0122	RLC_famc4	LTR5	1	1563
ctgA_rep_0122	RLC_famc4	LTR3	11216	11329
ctgA_rep_0270	RLG_famc4	LTR5	3	860
ctgA_rep_0270	RLG_famc4	LTR3	6355	7222
TREP826	RLC_famc1	LTR5	6	1743
TREP826	RLC_famc1	LTR3	6995	8726
TREP3330	RLC_famc21	LTR5	3	785
TREP3330	RLC_famc21	LTR3	4929	5711
TREP3523	RLX_famc2	LTR5	1	285
TREP3523	RLX_famc2	LTR3	453	737
TREP3520	RLX_famc2	LTR5	1	283
TREP3520	RLX_famc2	LTR3	449	732
ctgF_rep_0303	RLC_famc1	LTR5	1	1750
ctgF_rep_0303	RLC_famc1	LTR3	6942	8692
ctgF_rep_0138	RLG_famc9	LTR5	1	980
ctgF_rep_0138	RLG_famc9	LTR3	12226	13206
ctgI_rep_0053	RLG_famc1	LTR5	1	470
ctgI_rep_0053	RLG_famc1	LTR3	9270	9739
rph7_rep_0579	RLG_famc2	LTR5	1	1570
rph7_rep_0579	RLG_famc2	LTR3	5228	6801
TREP2297	RLC_famc15	LTR5	1	352
TREP2297	RLC_famc15	LTR3	4774	5125
ctgA_rep_0337	RLC_famc1	LTR5	1	1733
ctgA_rep_0337	RLC_famc1	LTR3	6868	8598
ctgD_rep_0176	RLG_famc1	LTR5	1	473
ctgD_rep_0176	RLG_famc1	LTR3	9510	9982
ctgF_rep_0073	RLG_famc2	LTR5	1	1536
ctgF_rep_0073	RLG_famc2	LTR3	5940	7454
ctgH_rep_0335	RLC_famc3	LTR5	1	1333
ctgH_rep_0335	RLC_famc3	LTR3	12682	14056
ctgA_rep_0112	RLG_famc1	LTR5	1	472
ctgA_rep_0112	RLG_famc1	LTR3	7904	8375
ctgF_rep_0292	RLG_famc6	LTR5	1	314
ctgF_rep_0292	RLG_famc6	LTR3	8665	8978
ctgF_rep_0165	RLG_famc1	LTR5	1	472
ctgF_rep_0165	RLG_famc1	LTR3	9512	9982
TREP1222	RLC_famc1	LTR5	6	1732
TREP1222	RLC_famc1	LTR3	6990	8713
ctgB_rep_0232	RLC_famc4	LTR5	1	1604
ctgB_rep_0232	RLC_famc4	LTR3	10861	12454
ctgA_rep_0178	RLG_famc1	LTR5	1	467
ctgA_rep_0178	RLG_famc1	LTR3	9567	10033
ctgD_rep_0131	RLG_famc4	LTR5	1	799
ctgD_rep_0131	RLG_famc4	LTR3	8412	9222
TREP1500	RLC_famc1	LTR5	4	1835
TREP1500	RLC_famc1	LTR3	7125	8949
rph7_rep_0209	RLG_famc2	LTR5	1	1543
rph7_rep_0209	RLG_famc2	LTR3	5565	7114
ctgA_rep_0296	RLG_famc7	LTR5	1	4170
ctgA_rep_0296	RLG_famc7	LTR3	6533	10695
ctgF_rep_0207	RLG_famc12	LTR5	1	1611
ctgF_rep_0207	RLG_famc12	LTR3	6651	8266
ctgA_rep_0312	RLG_famc1	LTR5	1	470
ctgA_rep_0312	RLG_famc1	LTR3	8596	9066
ctgH_rep_0233	RLC_famc1	LTR5	1	896
ctgH_rep_0233	RLC_famc1	LTR3	6211	7106
TREP1423	RLC_famc23	LTR5	6	146
TREP1423	RLC_famc23	LTR3	4463	4603
rph7_rep_0227	RLG_famc1	LTR5	1	472
rph7_rep_0227	RLG_famc1	LTR3	8008	8478
ctgF_rep_0413	RLG_famc13	LTR5	1	164
ctgF_rep_0413	RLG_famc13	LTR3	7969	8132
ctgC_rep_0024	RLG_famc7	LTR5	1	1088
ctgC_rep_0024	RLG_famc7	LTR3	7580	8667
TREP3229	RLG_famc2	LTR5	1	1526
TREP3229	RLG_famc2	LTR3	6896	8437
ctgA_rep_0289	RLC_famc3	LTR5	1	865
ctgA_rep_0289	RLC_famc3	LTR3	13149	14009
TREP1407	RLC_famc22	LTR5	6	231
TREP1407	RLC_famc22	LTR3	5178	5403
ctgH_rep_0291	RLG_famc1	LTR5	1	481
ctgH_rep_0291	RLG_famc1	LTR3	8617	9098
ctgG_rep_0078	RLC_famc1	LTR5	1	725
ctgG_rep_0078	RLC_famc1	LTR3	6475	7201
ctgE_rep_0099	RLG_famc13	LTR5	1	1056
ctgE_rep_0099	RLG_famc13	LTR3	8901	9958
sr2_rep_0144	RLC_famc1	LTR5	1	1749
sr2_rep_0144	RLC_famc1	LTR3	6940	8687
ctgB_rep_0213	RLG_famc1	LTR5	1	471
ctgB_rep_0213	RLG_famc1	LTR3	8251	8721
rph7_rep_0427	RLC_famc1	LTR5	1	1734
rph7_rep_0427	RLC_famc1	LTR3	6822	8555
ctgL_rep_0044	RLG_famc1	LTR5	21	455
ctgL_rep_0044	RLG_famc1	LTR3	8363	8799
ctgF_rep_0241	RLG_famc9	LTR5	1	943
ctgF_rep_0241	RLG_famc9	LTR3	4928	5871
TREP3244	RLG_famc2	LTR5	1	1575
TREP3244	RLG_famc2	LTR3	5461	7033
ctgD_rep_0284	RLG_famc20	LTR5	1	632
ctgD_rep_0284	RLG_famc20	LTR3	6723	7354
ctgE_rep_0007	RLG_famc4	LTR5	1	903
ctgE_rep_0007	RLG_famc4	LTR3	9597	10487
sr2_rep_0039	RLG_famc1	LTR5	1	471
sr2_rep_0039	RLG_famc1	LTR3	8099	8569
TREP3158	RLC_famc1	LTR5	3	1716
TREP3158	RLC_famc1	LTR3	7023	8736
ctgF_rep_0139	RLG_famc2	LTR5	1	576
ctgF_rep_0139	RLG_famc2	LTR3	5126	5696
ctgH_rep_0319	RLC_famc2	LTR5	1	1678
ctgH_rep_0319	RLC_famc2	LTR3	7554	9229
ctgA_rep_0285	RLG_famc10	LTR5	1	523
ctgA_rep_0285	RLG_famc10	LTR3	12493	13015
ctgG_rep_0048	RLG_famc7	LTR5	1	4990
ctgG_rep_0048	RLG_famc7	LTR3	12511	12688
ctgI_rep_0144	RLG_famc3	LTR5	1	146
ctgI_rep_0144	RLG_famc3	LTR3	7835	7980
TREP578	XXX_famc11	LTR5	8	384
TREP578	XXX_famc11	LTR3	386	763
ctgF_rep_0433	RLC_famc1	LTR5	1	734
ctgF_rep_0433	RLC_famc1	LTR3	6549	7281
ctgD_rep_0260	RLG_famc11	LTR5	1	2723
ctgD_rep_0260	RLG_famc11	LTR3	8732	8840
ctgD_rep_0129	RLC_famc1	LTR5	1	1761
ctgD_rep_0129	RLC_famc1	LTR3	7017	8778
TREP35	RLC_famc1	LTR5	1	1747
TREP35	RLC_famc1	LTR3	6846	8577
rph7_rep_0343	RLG_famc1	LTR5	1	471
rph7_rep_0343	RLG_famc1	LTR3	8601	9071
ctgI_rep_0094	RLX_famc19	LTR5	1	1075
ctgI_rep_0094	RLX_famc19	LTR3	6792	7817
ctgA_rep_0332	RLC_famc1	LTR5	1	1739
ctgA_rep_0332	RLC_famc1	LTR3	6993	8719
TREP2059	RLC_famc1	LTR5	6	1801
TREP2059	RLC_famc1	LTR3	7058	8858
rph7_rep_0573	RLC_famc3	LTR5	3	1487
rph7_rep_0573	RLC_famc3	LTR3	12807	14276
rph7_rep_0576	RLG_famc1	LTR5	1	472
rph7_rep_0576	RLG_famc1	LTR3	8591	9062
TREP818	RLC_famc1	LTR5	6	1721
TREP818	RLC_famc1	LTR3	7020	8744
TREP3248	RLG_famc2	LTR5	14	2073
TREP3248	RLG_famc2	LTR3	7085	9075
TREP3521	RLX_famc2	LTR5	1	296
TREP3521	RLX_famc2	LTR3	503	810
ctgL_rep_0063	RLC_famc1	LTR5	1	1742
ctgL_rep_0063	RLC_famc1	LTR3	6892	8633
rph7_rep_0332	RLG_famc1	LTR5	1	470
rph7_rep_0332	RLG_famc1	LTR3	7913	8383
rph7_rep_0336	RLG_famc15	LTR5	1	527
rph7_rep_0336	RLG_famc15	LTR3	12597	13123
ctgD_rep_0215	XXX_famc9	LTR5	1	4506
ctgD_rep_0215	XXX_famc9	LTR3	7856	12345
ctgA_rep_0283	RLC_famc1	LTR5	1	1221
ctgA_rep_0283	RLC_famc1	LTR3	8205	8418
ctgB_rep_0156	RLG_famc1	LTR5	1	472
ctgB_rep_0156	RLG_famc1	LTR3	8618	9089
ctgF_rep_0075	RLG_famc7	LTR5	1	4993
ctgF_rep_0075	RLG_famc7	LTR3	7310	12305
rph7_rep_0362	RLG_famc7	LTR5	1	3985
rph7_rep_0362	RLG_famc7	LTR3	10846	11228
TREP264	RLG_famc5	LTR5	1	1415
TREP264	RLG_famc5	LTR3	8171	9589
ctgC_rep_0100	RLG_famc15	LTR5	1	526
ctgC_rep_0100	RLG_famc15	LTR3	12109	12634
ctgG_rep_0007	RLG_famc13	LTR5	1	4167
ctgG_rep_0007	RLG_famc13	LTR3	7267	11430
TREP1422	RLG_famc3	LTR5	4	1601
TREP1422	RLG_famc3	LTR3	8259	9859
ctgE_rep_0017	RLC_famc1	LTR5	1	1758
ctgE_rep_0017	RLC_famc1	LTR3	4900	6579
TREP3140	RLC_famc1	LTR5	3	1832
TREP3140	RLC_famc1	LTR3	6792	8622
ctgD_rep_0259	RLG_famc12	LTR5	3	1530
ctgD_rep_0259	RLG_famc12	LTR3	5715	7230
rph7_rep_0230	RLG_famc11	LTR5	5	898
rph7_rep_0230	RLG_famc11	LTR3	7488	8355
ctgA_rep_0496	RLC_famc1	LTR5	1	1742
ctgA_rep_0496	RLC_famc1	LTR3	7001	8742
rph7_rep_0423	RLC_famc9	LTR5	1	185
rph7_rep_0423	RLC_famc9	LTR3	4824	5009
TREP1621	RLG_famc18	LTR5	6	565
TREP1621	RLG_famc18	LTR3	11579	12138
ctgA_rep_0346	RLG_famc5	LTR5	1	1422
ctgA_rep_0346	RLG_famc5	LTR3	8169	9536
ctgB_rep_0051	RLC_famc1	LTR5	1	1738
ctgB_rep_0051	RLC_famc1	LTR3	6819	8500
ctgB_rep_0236	RLC_famc1	LTR5	1	1779
ctgB_rep_0236	RLC_famc1	LTR3	6757	8532
ctgH_rep_0215	RLC_famc2	LTR5	1	526
ctgH_rep_0215	RLC_famc2	LTR3	7512	8037
ctgI_rep_0107	RLG_famc3	LTR5	1	4051
ctgI_rep_0107	RLG_famc3	LTR3	10055	14104
TREP19	RLC_famc1	LTR5	1	1821
TREP19	RLC_famc1	LTR3	7114	8927
ctgE_rep_0183	RLG_famc10	LTR5	1	483
ctgE_rep_0183	RLG_famc10	LTR3	12467	12949
ctgH_rep_0154	RLC_famc3	LTR5	1	1509
ctgH_rep_0154	RLC_famc3	LTR3	12285	13761
sr2_rep_0164	RLC_famc1	LTR5	3	1730
sr2_rep_0164	RLC_famc1	LTR3	6812	8481
ctgI_rep_0136	RLC_famc1	LTR5	1	1747
ctgI_rep_0136	RLC_famc1	LTR3	6830	8592
ctgA_rep_0328	RLC_famc1	LTR5	1	1698
ctgA_rep_0328	RLC_famc1	LTR3	7208	8911
ctgA_rep_0467	RLX_famc4	LTR5	1	3882
ctgA_rep_0467	RLX_famc4	LTR3	12562	12913
rph7_rep_0577	RLG_famc9	LTR5	2	886
rph7_rep_0577	RLG_famc9	LTR3	11495	12379
rph7_rep_0002	RLC_famc3	LTR5	1	1334
rph7_rep_0002	RLC_famc3	LTR3	13423	14756
rph7_rep_0511	RLX_famc6	LTR5	1	4131
rph7_rep_0511	RLX_famc6	LTR3	8936	9061
ctgA_rep_0044	RLX_famc28	LTR5	1	336
ctgA_rep_0044	RLX_famc28	LTR3	4697	5032
sr2_rep_0260	RLX_famc3	LTR5	1	156
sr2_rep_0260	RLX_famc3	LTR3	2185	2340
TREP3262	RLG_famc5	LTR5	3	1416
TREP3262	RLG_famc5	LTR3	7598	9002
TREP1638	RLG_famc23	LTR5	6	278
TREP1638	RLG_famc23	LTR3	2734	3006
ctgD_rep_0286	XXX_famc9	LTR5	1	4585
ctgD_rep_0286	XXX_famc9	LTR3	7770	12350
ctgF_rep_0418	RLC_famc3	LTR5	1	1539
ctgF_rep_0418	RLC_famc3	LTR3	13052	14590
ctgD_rep_0089	RLC_famc2	LTR5	1	109
ctgD_rep_0089	RLC_famc2	LTR3	7624	7733
ctgA_rep_0418	RLG_famc4	LTR5	1	889
ctgA_rep_0418	RLG_famc4	LTR3	7638	8541
ctgB_rep_0177	RLG_famc2	LTR5	1	1581
ctgB_rep_0177	RLG_famc2	LTR3	5895	7461
ctgA_rep_0426	RLG_famc3	LTR5	1	3990
ctgA_rep_0426	RLG_famc3	LTR3	9989	14015
ctgF_rep_0142	RLG_famc6	LTR5	1	1201
ctgF_rep_0142	RLG_famc6	LTR3	5092	6284
rph7_rep_0120	RLG_famc1	LTR5	1	469
rph7_rep_0120	RLG_famc1	LTR3	8600	9068
ctgA_rep_0084	RLG_famc2	LTR5	1	1590
ctgA_rep_0084	RLG_famc2	LTR3	6787	8362
ctgF_rep_0025	RLX_famc1	LTR5	1	479
ctgF_rep_0025	RLX_famc1	LTR3	5294	5773
ctgE_rep_0052	RLX_famc11	LTR5	1	774
ctgE_rep_0052	RLX_famc11	LTR3	5505	6297
ctgF_rep_0356	RLC_famc1	LTR5	1	1096
ctgF_rep_0356	RLC_famc1	LTR3	6890	7986
TREP3255	RLG_famc7	LTR5	1	4116
TREP3255	RLG_famc7	LTR3	7749	11899
TREP1610	RLC_famc9	LTR5	6	201
TREP1610	RLC_famc9	LTR3	5004	5199
ctgH_rep_0031	RLC_famc2	LTR5	1	1678
ctgH_rep_0031	RLC_famc2	LTR3	7185	8832
ctgL_rep_0060	RLG_famc14	LTR5	1	1114
ctgL_rep_0060	RLG_famc14	LTR3	9187	10254
ctgA_rep_0391	RLX_famc4	LTR5	1	3367
ctgA_rep_0391	RLX_famc4	LTR3	13057	13400
ctgC_rep_0105	RLG_famc7	LTR5	1	4011
ctgC_rep_0105	RLG_famc7	LTR3	7539	11544
ctgD_rep_0269	RLG_famc6	LTR5	1	1503
ctgD_rep_0269	RLG_famc6	LTR3	8340	9858
ctgH_rep_0046	RLC_famc1	LTR5	1	1368
ctgH_rep_0046	RLC_famc1	LTR3	6593	7962
ctgH_rep_0076	RLG_famc2	LTR5	6	1496
ctgH_rep_0076	RLG_famc2	LTR3	6033	7519
TREP2282	RLG_famc22	LTR5	1	488
TREP2282	RLG_famc22	LTR3	11566	12053
ctgL_rep_0068	RLC_famc1	LTR5	1	1225
ctgL_rep_0068	RLC_famc1	LTR3	3190	4425
TREP3200	RLG_famc26	LTR5	3	3030
TREP3200	RLG_famc26	LTR3	52740	53090
rph7_rep_0031	RLG_famc9	LTR5	1	1142
rph7_rep_0031	RLG_famc9	LTR3	6068	7206
ctgF_rep_0268	RLG_famc14	LTR5	6	1090
ctgF_rep_0268	RLG_famc14	LTR3	12988	14112
ctgC_rep_0066	RLX_famc22	LTR5	1	293
ctgC_rep_0066	RLX_famc22	LTR3	3838	3954
ctgH_rep_0282	RLG_famc1	LTR5	1	474
ctgH_rep_0282	RLG_famc1	LTR3	8574	9047
TREP3126	RLC_famc5	LTR5	1	120
TREP3126	RLC_famc5	LTR3	5173	5292
ctgB_rep_0196	RLX_famc12	LTR5	1	264
ctgB_rep_0196	RLX_famc12	LTR3	461	722
ctgI_rep_0137	RLG_famc13	LTR5	1	3326
ctgI_rep_0137	RLG_famc13	LTR3	7735	10892
ctgL_rep_0094	RLG_famc1	LTR5	1	482
ctgL_rep_0094	RLG_famc1	LTR3	13368	13849
ctgD_rep_0220	RLG_famc9	LTR5	1	1149
ctgD_rep_0220	RLG_famc9	LTR3	10402	11516
ctgB_rep_0235	RLG_famc2	LTR5	1	1582
ctgB_rep_0235	RLG_famc2	LTR3	5216	6784
rph7_rep_0472	RLC_famc16	LTR5	1	193
rph7_rep_0472	RLC_famc16	LTR3	4996	5188
TREP1309	RLG_famc15	LTR5	6	555
TREP1309	RLG_famc15	LTR3	11915	12466
ctgH_rep_0119	RLC_famc2	LTR5	1	323
ctgH_rep_0119	RLC_famc2	LTR3	7436	7758
ctgA_rep_0043	RLX_famc27	LTR5	1	337
ctgA_rep_0043	RLX_famc27	LTR3	5098	5434
TREP3267	RLG_famc5	LTR5	1	1400
TREP3267	RLG_famc5	LTR3	8077	9461
sr2_rep_0019	RLC_famc1	LTR5	1	1776
sr2_rep_0019	RLC_famc1	LTR3	6765	8540
rph7_rep_0247	RLG_famc12	LTR5	1	1702
rph7_rep_0247	RLG_famc12	LTR3	5643	7317
rph7_rep_0204	RLG_famc2	LTR5	1	1575
rph7_rep_0204	RLG_famc2	LTR3	5959	7533
ctgA_rep_0384	RLX_famc8	LTR5	1	1066
ctgA_rep_0384	RLX_famc8	LTR3	7753	8781
TREP1219	RLC_famc1	LTR5	6	1745
TREP1219	RLC_famc1	LTR3	6849	8584
ctgD_rep_0125	RLX_famc1	LTR5	1	480
ctgD_rep_0125	RLX_famc1	LTR3	5328	5807
ctgG_rep_0075	RLC_famc7	LTR5	1	1044
ctgG_rep_0075	RLC_famc7	LTR3	8297	9349
ctgH_rep_0315	RLG_famc1	LTR5	3	481
ctgH_rep_0315	RLG_famc1	LTR3	8748	9226
rph7_rep_0476	RLG_famc2	LTR5	1	1546
rph7_rep_0476	RLG_famc2	LTR3	5959	7526
ctgE_rep_0034	RLG_famc1	LTR5	1	472
ctgE_rep_0034	RLG_famc1	LTR3	9507	9978
TREP1435	RLC_famc4	LTR5	6	1354
TREP1435	RLC_famc4	LTR3	10585	11973
ctgB_rep_0050	RLC_famc1	LTR5	1	1742
ctgB_rep_0050	RLC_famc1	LTR3	7040	8780
ctgA_rep_0055	RLC_famc6	LTR5	1	1012
ctgA_rep_0055	RLC_famc6	LTR3	5534	6616
TREP839	RLC_famc1	LTR5	8	1728
TREP839	RLC_famc1	LTR3	7018	8740
TREP3147	RLC_famc7	LTR5	33	271
TREP3147	RLC_famc7	LTR3	8353	8589
rph7_rep_0575	RLG_famc1	LTR5	1	471
rph7_rep_0575	RLG_famc1	LTR3	9520	9991
ctgG_rep_0135	RLG_famc27	LTR5	1	1564
ctgG_rep_0135	RLG_famc27	LTR3	6777	8350
rph7_rep_0023	RLG_famc2	LTR5	1	1687
rph7_rep_0023	RLG_famc2	LTR3	6161	7874
ctgD_rep_0282	RLG_famc7	LTR5	1	4639
ctgD_rep_0282	RLG_famc7	LTR3	8095	12777
ctgA_rep_0213	RLG_famc2	LTR5	1	1520
ctgA_rep_0213	RLG_famc2	LTR3	6045	7557
ctgH_rep_0259	RLC_famc1	LTR5	1	1240
ctgH_rep_0259	RLC_famc1	LTR3	9353	9738
TREP709	RLG_famc2	LTR5	1	1550
TREP709	RLG_famc2	LTR3	5296	6846
ctgF_rep_0452	RLG_famc2	LTR5	43	1608
ctgF_rep_0452	RLG_famc2	LTR3	5818	7399
ctgG_rep_0056	RLG_famc4	LTR5	1	883
ctgG_rep_0056	RLG_famc4	LTR3	8786	9668
ctgK_rep_0008	RLG_famc8	LTR5	1	918
ctgK_rep_0008	RLG_famc8	LTR3	6991	7908
rph7_rep_0097	RLG_famc1	LTR5	1	473
rph7_rep_0097	RLG_famc1	LTR3	8607	9079
TREP3174	RLG_famc2	LTR5	1	1537
TREP3174	RLG_famc2	LTR3	5881	7398
ctgA_rep_0209	RLG_famc14	LTR5	1	1177
ctgA_rep_0209	RLG_famc14	LTR3	10475	11635
TREP716	RLG_famc5	LTR5	1	1396
TREP716	RLG_famc5	LTR3	7997	9397
sr2_rep_0131	RLC_famc5	LTR5	1	120
sr2_rep_0131	RLC_famc5	LTR3	5173	5292
TREP3232	RLG_famc2	LTR5	1	1565
TREP3232	RLG_famc2	LTR3	6692	8269
ctgA_rep_0370	RLG_famc4	LTR5	1	890
ctgA_rep_0370	RLG_famc4	LTR3	7622	8502
ctgA_rep_0492	RLC_famc1	LTR5	1	1706
ctgA_rep_0492	RLC_famc1	LTR3	6965	8707
ctgF_rep_0098	RLG_famc11	LTR5	3	2650
ctgF_rep_0098	RLG_famc11	LTR3	8702	8807
ctgB_rep_0163	RLG_famc1	LTR5	1	470
ctgB_rep_0163	RLG_famc1	LTR3	8553	9022
ctgH_rep_0084	RLG_famc14	LTR5	1	543
ctgH_rep_0084	RLG_famc14	LTR3	12960	13074
ctgF_rep_0202	RLG_famc13	LTR5	1	541
